day,month,norm_name,total_likes,total_retweets,year,name,avgViewers,avgPopularity,avgChannels,std_tot_rtw,std_tot_likes,std_avgViewers,buzz
13,6,pokémon red/blue,16.0,0.0,2019,Pokémon Red/Blue,26.620938628158846,25.67509025270758,6.317689530685921,-0.20854439948932882,-0.27479242859541586,-0.5235688880511111,-0.38261865104674175
13,6,wii sports,231.0,21.0,2019,Wii Sports,1.1818181818181819,0.8181818181818182,1.6363636363636365,-0.19190273017851495,-0.24304115068577178,-0.5244044997303946,-0.370938220081269
13,6,overwatch,696.0,144.0,2019,Overwatch,24216.384083044984,22716.941176470587,972.8615916955017,-0.094430095643748,-0.17436978218351837,0.2710045188876927,0.06830228998702977
13,6,call of duty advanced warfare,4.0,0.0,2019,Call of Duty: Advanced Warfare,12.34433962264151,10.981132075471699,2.759433962264151,-0.20854439948932882,-0.2765645929438611,-0.524037838732587,-0.383296167474591
13,6,the elder scrolls v skyrim,8.0,3.0,2019,The Elder Scrolls V: Skyrim,1448.0729166666667,1363.3090277777778,87.89930555555556,-0.20616701815921257,-0.27597387149437935,-0.47687773467987016,-0.35897408975333306
13,6,new super mario bros.,30.0,2.0,2019,New Super Mario Bros.,6.574074074074074,5.351851851851852,1.1111111111111112,-0.20695947860258465,-0.2727249035222297,-0.5242273775688499,-0.38203478431562854
13,6,new super mario bros. wii,3.0,0.0,2019,New Super Mario Bros. Wii,2.75,0.0,1.5,-0.20854439948932882,-0.27671227330623155,-0.5243529888676163,-0.38349066263269826
13,6,call of duty ghosts,4.0,0.0,2019,Call of Duty: Ghosts,15.428571428571429,16.056277056277057,3.632034632034632,-0.20854439948932882,-0.2765645929438611,-0.5239365294076798,-0.38324551281213737
13,6,death stranding,205.0,22.0,2019,,0.0,0.0,0.0,-0.19111026973514286,-0.24688084010740316,-0.5244433195110392,-0.3717194372161561
13,6,modern warfare ii,4.0,0.0,2019,Modern Warfare 2,273.67832167832165,266.95454545454544,12.125874125874127,-0.20854439948932882,-0.2765645929438611,-0.5154536690062789,-0.3790040826114369
13,6,tetris,282.0,28.0,2019,Tetris,49.73913043478261,48.155797101449274,6.8478260869565215,-0.18635550707491033,-0.23550945220487948,-0.5228095130908692,-0.36687099636538206
14,6,pokémon gold/silver,77.0,6.0,2019,Pokémon Gold/Silver,44.14385150812065,43.0046403712297,2.3155452436194897,-0.2037896368290963,-0.26578392649081917,-0.5229933040528967,-0.3788900428564272
14,6,hearthstone,561.0,151.0,2019,Hearthstone,37591.791666666664,34081.325,186.12708333333333,-0.08888287254014339,-0.19430663110352742,0.7103533090955189,0.28437927863684176
14,6,modern warfare ii,0.0,0.0,2019,Modern Warfare 2,137.00422832980973,142.3002114164905,12.380549682875264,-0.20854439948932882,-0.27715531439334284,-0.519943072203154,-0.38139646457224496
14,6,fortnite,34285.0,1878.0,2019,Fortnite,98677.77291666667,98402.21041666667,7910.56875,1.2796963131634542,4.786065909477106,2.7168754874333896,2.8748782993768347
14,6,music & performing arts,86.0,34.0,2019,Music & Performing Arts,6938.58125,6890.027083333333,350.325,-0.1816007444146778,-0.2644548032294852,-0.2965282254185741,-0.25977799962032777
14,6,call of duty ghosts,142.0,6.0,2019,Call of Duty: Ghosts,19.57766990291262,19.20631067961165,4.783980582524272,-0.2037896368290963,-0.2561847029367407,-0.5238002418677481,-0.37689370587533333
14,6,slots,3003.0,451.0,2019,Slots,7725.310416666666,7760.639583333334,72.8625,0.1488552604714833,0.16632881380508088,-0.2706861338460181,-0.05654704835386799
14,6,auto chess,635.0,37.0,2019,Auto Chess,7623.583333333333,7719.5375,133.89791666666667,-0.17922336308456152,-0.18337828428811503,-0.27402761489730204,-0.22766421929182015
14,6,call of duty black ops ii,6.0,0.0,2019,Call of Duty: Black Ops II,204.9329140461216,225.55555555555554,18.67505241090147,-0.20854439948932882,-0.2762692322191202,-0.5177117842440183,-0.3800593000491214
14,6,call of duty black ops,2521.0,491.0,2019,Call of Duty: Black Ops,52.15106382978723,53.172340425531914,9.885106382978723,0.18055367820636686,0.09514687914253002,-0.5227302870925187,-0.19244000420903512
14,6,apex legends,1022.0,140.0,2019,Apex Legends,15606.502083333333,15777.739583333334,1634.5229166666666,-0.09759993741723637,-0.12622598405075575,-0.011808637777339098,-0.06186079925566758
14,6,splitgate arena warfare,14.0,7.0,2019,Splitgate: Arena Warfare,129.52410901467505,129.8909853249476,18.129979035639412,-0.2029971763857242,-0.2750877893201567,-0.520188775472469,-0.37961562916270475
14,6,the elder scrolls v skyrim,16.0,3.0,2019,The Elder Scrolls V: Skyrim,1634.43125,1611.5645833333333,91.17916666666666,-0.20616701815921257,-0.27479242859541586,-0.4707563280772478,-0.355618025727281
14,6,clam man,119.0,13.0,2019,,0.0,0.0,0.0,-0.19824241372549167,-0.25958135127126075,-0.5244433195110392,-0.3766776010047077
14,6,super mario bros.,620.0,87.0,2019,Super Mario Bros.,13.919014084507042,12.535211267605634,2.9119718309859155,-0.13960034091595708,-0.1855934897236716,-0.5239861146026518,-0.34329151496123306
14,6,overwatch,1136.0,199.0,2019,Overwatch,48480.285416666666,47881.73125,1027.4041666666667,-0.05084477125828312,-0.10939042274052588,1.0680131804930713,0.4939477917468334
14,6,talk shows & podcasts,21.0,10.0,2019,Talk Shows & Podcasts,7998.108333333334,8203.172916666666,98.21666666666667,-0.20061979505560792,-0.27405402678356366,-0.2617254024507762,-0.249531156685181
14,6,bio inc. redemption,0.0,0.0,2019,Bio Inc. Redemption,598.3835616438356,540.068493150685,1.0,-0.20854439948932882,-0.27715531439334284,-0.5047879114612395,-0.3738188842012876
14,6,call of duty black ops iii,49.0,6.0,2019,Call of Duty: Black Ops III,664.2991631799163,618.989539748954,64.21548117154812,-0.2037896368290963,-0.2699189766371914,-0.5026227482981999,-0.3697385275156718
14,6,playerunknown's battlegrounds,170.0,52.0,2019,PLAYERUNKNOWN'S BATTLEGROUNDS,23876.227083333335,23843.93125,1197.7479166666667,-0.1673364564339802,-0.25204965279036845,0.25983120956087735,0.02506907747435151
14,6,new super mario bros.,145.0,24.0,2019,New Super Mario Bros.,2.8073394495412844,2.5045871559633026,1.0,-0.1895253488483987,-0.2557416618496294,-0.5243511054096633,-0.3734923053793387
14,6,pokémon red/blue,83.0,15.0,2019,Pokémon Red/Blue,21.56637168141593,21.438053097345133,5.45353982300885,-0.19665749283874748,-0.2648978443165965,-0.523734917972756,-0.377256293275214
14,6,new super mario bros. wii,19.0,2.0,2019,New Super Mario Bros. Wii,3.791304347826087,3.4608695652173913,1.2434782608695651,-0.20695947860258465,-0.2743493875083045,-0.5243187846160752,-0.3824866088357599
14,6,death stranding,1299.0,258.0,2019,,0.0,0.0,0.0,-0.0040896050993298695,-0.08531852367414457,-0.5244433195110392,-0.2845736919488882
14,6,dota ii,3.0,0.0,2019,Dota 2,44643.39375,44713.98541666667,612.5,-0.20854439948932882,-0.27671227330623155,0.9419808557680523,0.34967625968513605
14,6,minecraft,12026.0,540.0,2019,Minecraft,18530.808333333334,18498.922916666666,870.2875,0.21938423993159922,1.4988487234735381,0.08424753136011015,0.4716820065313394
14,6,call of duty advanced warfare,0.0,0.0,2019,Call of Duty: Advanced Warfare,8.933734939759036,8.69578313253012,3.575301204819277,-0.20854439948932882,-0.27715531439334284,-0.5241498685927564,-0.38349986276704606
14,6,world of warcraft,7354.0,1658.0,2019,World of Warcraft,41068.364583333336,39682.3,836.1458333333334,1.1053550156215945,0.8088860704788543,0.8245500612660581,0.8908353021581412
14,6,wii sports,909.0,156.0,2019,Wii Sports,1.0285714285714285,0.8857142857142857,1.042857142857143,-0.08492057032328294,-0.14291386499861516,-0.5244095335041485,-0.3191633755825488
14,6,duck hunt,961.0,57.0,2019,,0.0,0.0,0.0,-0.16337415421711976,-0.13523448615535244,-0.5244433195110392,-0.3368738198486376
14,6,total war three kingdoms,303.0,32.0,2019,Total War: Three Kingdoms,3307.7166666666667,3322.264583333333,52.91458333333333,-0.18318566530142197,-0.23240816459510028,-0.41579307414358047,-0.3117949945459208
14,6,wii sports resort,132.0,9.0,2019,Wii Sports Resort,3.840909090909091,2.4318181818181817,1.0,-0.20141225549898,-0.25766150656044506,-0.5243171552239444,-0.3769270181268285
14,6,super mario world,357.0,40.0,2019,Super Mario World,1143.0062630480168,1154.6283924843424,19.62839248434238,-0.17684598175444527,-0.22443342502709665,-0.4868984136283177,-0.3437690585095443
14,6,wii play,375.0,17.0,2019,Wii Play,4.84,3.56,1.0,-0.1950725719520033,-0.2217751785044288,-0.5242843375786149,-0.3663541064034155
14,6,grand theft auto v,151.0,28.0,2019,Grand Theft Auto V,83426.71458333333,83332.32291666667,969.725,-0.18635550707491033,-0.2548555796754068,2.2159162466590114,0.9976553516419264
14,6,just chatting,1203.0,142.0,2019,Just Chatting,86357.54166666667,85433.76041666667,1262.5354166666666,-0.09601501653049219,-0.09949583846170656,2.312186608913062,1.1072155907084813
14,6,dead by daylight,3506.0,732.0,2019,Dead by Daylight,12050.9125,12039.51875,670.6583333333333,0.37153664505904027,0.24061203607741094,-0.12860089043556158,0.088736725066332
14,6,grand theft auto san andreas,15.0,0.0,2019,Grand Theft Auto: San Andreas,262.19077568134173,275.7463312368973,23.834381551362682,-0.20854439948932882,-0.27494010895778626,-0.5158310062503723,-0.3787866302369649
14,6,league of legends,1492.0,120.0,2019,League of Legends,138835.44166666668,138516.54583333334,2835.616666666667,-0.11344914628467814,-0.056816213736650134,4.035954780724118,1.9754110503567268
14,6,counter-strike global offensive,59.0,11.0,2019,Counter-Strike: Global Offensive,31302.55625,31620.83125,1152.5833333333333,-0.19982733461223584,-0.26844217301348705,0.5037676066135819,0.13481642640036023
14,6,magic the gathering,603.0,78.0,2019,Magic: The Gathering,4816.145833333333,4915.585416666667,100.56875,-0.1467324849063059,-0.18810405588396903,-0.36624493698619665,-0.26683160369066705
14,6,tetris,4310.0,726.0,2019,Tetris,35.17910447761194,35.60554371002132,7.6950959488272925,0.36678188239880777,0.35934704742324264,-0.5232877736410382,-0.0801116543650065
14,6,mario kart ds,22.0,0.0,2019,Mario Kart DS,1.75,1.6071428571428572,1.0,-0.20854439948932882,-0.2739063464211932,-0.5243858363743155,-0.38280560466478825
14,6,grand theft auto iv,11.0,0.0,2019,Grand Theft Auto IV,124.14155251141553,126.78538812785388,3.9406392694063928,-0.20854439948932882,-0.275530830407268,-0.5203655790332687,-0.3812015969907836
14,6,tom clancy's rainbow six siege,91.0,34.0,2019,Tom Clancy's Rainbow Six: Siege,14886.170833333334,14828.2,1404.9104166666666,-0.1816007444146778,-0.26371640141763303,-0.0354697233373724,-0.12906414812676392
14,6,mario kart wii,90.0,5.0,2019,Mario Kart Wii,45.36666666666667,44.42888888888889,7.924444444444444,-0.20458209727246837,-0.2638640817800035,-0.5229531376237845,-0.3785881135750102
15,6,pokémon gold/silver,48678.0,9617.0,2019,Pokémon Gold/Silver,16.339522546419097,15.251989389920425,2.0742705570291777,7.41254768442005,6.911629365074812,-0.5239066069347336,3.3190909589063486
15,6,hearthstone,1278.0,80.0,2019,Hearthstone,52288.325,45601.225,166.40625,-0.1451475640195617,-0.08841981128392375,1.193097786217512,0.5381570492828847
15,6,modern warfare ii,1.0,0.0,2019,Modern Warfare 2,161.39702760084927,157.33970276008492,12.010615711252655,-0.20854439948932882,-0.2770076340309724,-0.5191418295656859,-0.38095892316291824
15,6,grand theft auto v,409.0,20.0,2019,Grand Theft Auto V,82436.63125,82667.64791666667,986.55625,-0.19269519062188703,-0.2167540461838339,2.183394477734557,0.9893349296658484
15,6,dead by daylight,525.0,87.0,2019,Dead by Daylight,13073.904166666667,13067.539583333333,774.4270833333334,-0.13960034091595708,-0.19962312414886316,-0.09499816481148085,-0.13230494867194548
15,6,fortnite,13140.0,940.0,2019,Fortnite,97055.67916666667,95556.88333333333,8076.852083333333,0.5363684172804347,1.6633646471542054,2.6635937521135,1.88173014216541
15,6,playerunknown's battlegrounds,172.0,43.0,2019,PLAYERUNKNOWN'S BATTLEGROUNDS,26712.504166666666,26798.335416666665,1268.9041666666667,-0.174468600424329,-0.2517542920656276,0.3529958400565163,0.069942196905769
15,6,call of duty black ops ii,8.0,0.0,2019,Call of Duty: Black Ops II,110.90191897654584,109.10874200426439,19.168443496801707,-0.20854439948932882,-0.27597387149437935,-0.5208004679845006,-0.38152980173817735
15,6,minecraft,2367.0,167.0,2019,Minecraft,26596.8625,26441.454166666666,919.1729166666667,-0.07620350544618996,0.07240410333748265,0.3491972996359739,0.17364879929081012
15,6,tom clancy's rainbow six siege,115.0,26.0,2019,Tom Clancy's Rainbow Six: Siege,16056.889583333334,16121.589583333332,1379.6333333333334,-0.1879404279616545,-0.26017207272074255,0.002985468646156379,-0.11053539084752108
15,6,splitgate arena warfare,1.0,0.0,2019,Splitgate: Arena Warfare,188.10208333333333,188.05625,20.633333333333333,-0.20854439948932882,-0.2770076340309724,-0.5182646350686101,-0.38052032591438034
15,6,mario kart wii,289.0,16.0,2019,Mario Kart Wii,51.58874458874459,52.28354978354978,8.595238095238095,-0.1958650323953754,-0.2344756896682864,-0.522748757877556,-0.3689595594546935
15,6,layers of fear ii,0.0,0.0,2019,Layers of Fear 2,423.50524109014674,427.5492662473795,18.52201257861635,-0.20854439948932882,-0.27715531439334284,-0.5105322282671754,-0.37669104260425557
15,6,wii sports resort,105.0,7.0,2019,Wii Sports Resort,3.977272727272727,2.5681818181818183,1.3181818181818181,-0.2029971763857242,-0.2616488763444469,-0.5243126760184854,-0.3783178511917855
15,6,duck hunt,1396.0,219.0,2019,,0.0,0.0,0.0,-0.03499556239084134,-0.07099352852421213,-0.5244433195110392,-0.28871893248428293
15,6,wii sports,380.0,27.0,2019,Wii Sports,4.711864406779661,3.864406779661017,1.0,-0.18714796751828242,-0.2210367766925766,-0.5242885465133716,-0.3641904593094006
15,6,tetris,597.0,60.0,2019,Tetris,31.9520697167756,32.525054466230934,6.893246187363834,-0.16099677288700348,-0.18899013805819168,-0.5233937736869634,-0.3491936145797805
15,6,call of duty black ops iii,89.0,19.0,2019,Call of Duty: Black Ops III,517.2431865828092,542.146750524109,71.57232704402516,-0.19348765106525914,-0.26401176214237393,-0.5074531704746338,-0.36810143853922517
15,6,call of duty ghosts,35.0,2.0,2019,Call of Duty: Ghosts,20.67351598173516,20.815068493150687,4.707762557077626,-0.20695947860258465,-0.2719865017103775,-0.5237642460563326,-0.38161861810640685
15,6,new super mario bros.,84.0,7.0,2019,New Super Mario Bros.,5.925675675675675,5.22972972972973,1.385135135135135,-0.2029971763857242,-0.26475016395422607,-0.524248675839585,-0.37906117300478004
15,6,dota ii,3.0,0.0,2019,Dota 2,56289.96666666667,56349.79791666667,638.3729166666667,-0.20854439948932882,-0.27671227330623155,1.3245417376712278,0.5409567006367239
15,6,grand theft auto iv,2.0,0.0,2019,Grand Theft Auto IV,170.10301507537687,137.63819095477388,4.452261306532663,-0.20854439948932882,-0.27685995366860194,-0.518855859583793,-0.38077901808137915
15,6,mario kart ds,77.0,6.0,2019,,0.0,0.0,0.0,-0.2037896368290963,-0.26578392649081917,-0.5244433195110392,-0.37961505058549844
15,6,new super mario bros. wii,11.0,0.0,2019,New Super Mario Bros. Wii,7.540650406504065,6.2682926829268295,1.6626016260162602,-0.20854439948932882,-0.275530830407268,-0.524195627946295,-0.38311662144729675
15,6,clam man,37.0,7.0,2019,,0.0,0.0,0.0,-0.2029971763857242,-0.2716911409856366,-0.5244433195110392,-0.3808937390983598
15,6,grand theft auto san andreas,20.0,1.0,2019,Grand Theft Auto: San Andreas,575.8410041841004,583.2468619246862,24.257322175732217,-0.20775193904595673,-0.27420170714593406,-0.5055283782684157,-0.3732526006821805
15,6,death stranding,1544.0,290.0,2019,,0.0,0.0,0.0,0.021269129088576977,-0.04913683489338738,-0.5244433195110392,-0.2691885862067222
15,6,auto chess,1320.0,29.0,2019,Auto Chess,6253.491666666667,6269.704166666666,124.94583333333334,-0.18556304663153825,-0.08221723606436537,-0.31903171009668235,-0.22646092572231707
15,6,super mario world,580.0,47.0,2019,Super Mario World,254.67708333333334,250.71041666666667,19.329166666666666,-0.17129875865084065,-0.1915007042184891,-0.5160778123101094,-0.3487387718723871
15,6,wii play,735.0,35.0,2019,Wii Play,1.0,0.0,1.0,-0.18080828397130572,-0.1686102480510713,-0.5244104720043399,-0.3495598690077642
15,6,magic the gathering,983.0,77.0,2019,Magic: The Gathering,5296.80625,5307.122916666666,100.24166666666666,-0.14752494534967797,-0.1319855181832028,-0.35045644072968785,-0.24510583624806412
15,6,super mario bros.,1385.0,178.0,2019,Super Mario Bros.,74.43236714975845,72.28985507246377,3.7028985507246377,-0.06748644056909699,-0.07261801251028695,-0.5219984018324486,-0.2960253141860703
15,6,counter-strike global offensive,156.0,32.0,2019,Counter-Strike: Global Offensive,36786.16875,36995.93958333333,1183.4166666666667,-0.18318566530142197,-0.2541171778635546,0.6838906049432645,0.2326195916803881
15,6,call of duty black ops,308.0,68.0,2019,Call of Duty: Black Ops,58.24406047516199,58.60259179265659,8.120950323974082,-0.15465708934002678,-0.2316697627832481,-0.5225301473443914,-0.3578467867030144
15,6,the elder scrolls v skyrim,56.0,3.0,2019,The Elder Scrolls V: Skyrim,3138.0604166666667,3126.5895833333334,95.53541666666666,-0.20616701815921257,-0.26888521410059835,-0.42136585895202017,-0.3294459875409628
15,6,music & performing arts,189.0,81.0,2019,Music & Performing Arts,6508.697916666667,6252.822916666667,353.2916666666667,-0.1443551035761896,-0.24924372590533014,-0.3106488210901242,-0.253724117915442
15,6,pokémon red/blue,44.0,3.0,2019,Pokémon Red/Blue,15.268518518518519,15.32175925925926,4.905092592592593,-0.20616701815921257,-0.2706573784490436,-0.523941786746715,-0.38117699252542153
15,6,league of legends,6070.0,294.0,2019,League of Legends,179458.00625,178254.11875,2821.5625,0.024438970862065333,0.6192644851952126,5.370304743014702,2.8460782355216705
15,6,slots,37746.0,3688.0,2019,Slots,6212.754166666667,6211.6625,65.70208333333333,2.714049715666935,5.297187643641189,-0.3203698354008419,1.8426244221266102
15,6,overwatch,3157.0,350.0,2019,Overwatch,64723.325,61942.92291666667,1060.275,0.06881675569090231,0.18907158961012827,1.6015565320223266,0.865250352336421
15,6,talk shows & podcasts,55.0,13.0,2019,Talk Shows & Podcasts,2506.18125,2433.952083333333,89.22916666666667,-0.19824241372549167,-0.2690328944629688,-0.4421215141122018,-0.337879584103216
15,6,world of warcraft,496.0,38.0,2019,World of Warcraft,40017.31041666667,40134.12708333333,777.6375,-0.17843090264118944,-0.20390585465760586,0.7900255524852304,0.2994285869179164
15,6,apex legends,1154.0,160.0,2019,Apex Legends,15781.329166666666,15442.404166666667,1643.1083333333333,-0.0817507285497946,-0.106732176217858,-0.006066003986342134,-0.05015372818508421
15,6,total war three kingdoms,82.0,3.0,2019,Total War: Three Kingdoms,2927.5416666666665,2998.547916666667,53.639583333333334,-0.20616701815921257,-0.26504552467896697,-0.42828087500295686,-0.3319435732110233
15,6,call of duty advanced warfare,11.0,1.0,2019,Call of Duty: Advanced Warfare,11.471131639722863,11.448036951501155,3.8221709006928406,-0.20775193904595673,-0.275530830407268,-0.5240665214376558,-0.38285395308213405
15,6,just chatting,790.0,78.0,2019,Just Chatting,95253.23125,95992.66458333333,1307.9458333333334,-0.1467324849063059,-0.16048782812069723,2.604387832095795,1.2253888377911466
16,6,pokémon gold/silver,68.0,7.0,2019,Pokémon Gold/Silver,141.07407407407408,104.97407407407407,2.1259259259259258,-0.2029971763857242,-0.2671130497521531,-0.5198093879178045,-0.3774322504933716
16,6,modern warfare ii,0.0,0.0,2019,Modern Warfare 2,99.73728813559322,99.6885593220339,14.091101694915254,-0.20854439948932882,-0.27715531439334284,-0.5211671982708431,-0.3820085276060895
16,6,music & performing arts,252.0,49.0,2019,Music & Performing Arts,11792.229645093947,12091.313152400835,346.6910229645094,-0.16971383776409646,-0.2399398630759926,-0.13709797724506181,-0.17096241383255317
16,6,magic the gathering,978.0,89.0,2019,Magic: The Gathering,5874.8413361169105,5869.987473903967,97.44050104384134,-0.1380154200292129,-0.13272391999505498,-0.33146942936607776,-0.23341954968910586
16,6,call of duty black ops ii,65.0,8.0,2019,Call of Duty: Black Ops II,104.82700421940929,103.0379746835443,19.630801687763714,-0.20220471594235212,-0.2675560908392644,-0.5210000137876828,-0.37794020858924554
16,6,playerunknown's battlegrounds,225.0,47.0,2019,PLAYERUNKNOWN'S BATTLEGROUNDS,28415.630480167016,28430.95198329854,1281.9227557411273,-0.17129875865084065,-0.2439272328599944,0.4089392930488388,0.10066314864671064
16,6,call of duty black ops,1078.0,80.0,2019,Call of Duty: Black Ops,69.89894736842105,69.22947368421053,9.267368421052632,-0.1451475640195617,-0.11795588375801125,-0.5221473133690864,-0.3268495186289364
16,6,minecraft,6639.0,884.0,2019,Minecraft,40364.36534446764,39967.88517745303,919.1419624217119,0.4919906324515978,0.7032946113839915,0.8014254415511705,0.6995340317344825
16,6,tom clancy's rainbow six siege,70.0,28.0,2019,Tom Clancy's Rainbow Six: Siege,15741.586638830897,15714.490605427975,1413.9331941544885,-0.18635550707491033,-0.2668176890274122,-0.007371446935671557,-0.1169790224934164
16,6,splitgate arena warfare,16.0,3.0,2019,Splitgate: Arena Warfare,75.4957627118644,76.64618644067797,17.396186440677965,-0.20616701815921257,-0.27479242859541586,-0.5219634719395984,-0.3812215976584563
