date,name,norm_name,buzz,std_tot_rtw,std_tot_likes,std_avgViewers,buzz_daily_top,avgViewers,avgPopularity,avgChannels,total_likes,total_retweets
2019-06-14,New Super Mario Bros. Wii,new super mario bros. wii,-0.3980718835718431,-0.06170681484207961,-0.0741041903273883,-0.26226087840237516,47,3.791304347826087,3.4608695652173918,1.2434782608695651,19.0,2.0
2019-06-15,New Super Mario Bros. Wii,new super mario bros. wii,-0.3987412714677323,-0.062141804790489905,-0.07440265395965742,-0.262196812717585,49,7.540650406504065,6.2682926829268295,1.6626016260162602,11.0,0.0
2019-06-16,New Super Mario Bros. Wii,new super mario bros. wii,-0.3962717423462027,-0.060619339971053884,-0.07354457101688369,-0.26210783135826515,43,12.748148148148148,11.411111111111113,1.6111111111111112,34.0,7.0
2019-06-17,New Super Mario Bros. Wii,new super mario bros. wii,-0.3964278241245044,-0.062141804790489905,-0.07212686876360533,-0.26215915057040917,44,9.744769874476987,10.723849372384935,1.5271966527196652,72.0,0.0
2019-06-18,New Super Mario Bros. Wii,new super mario bros. wii,-0.3974523746562456,-0.061054329919464176,-0.07417880623545559,-0.26221923850132584,45,6.228215767634855,5.904564315352697,1.6099585062240664,17.0,5.0
2019-06-19,New Super Mario Bros. Wii,new super mario bros. wii,-0.39865616517202696,-0.062141804790489905,-0.0742907300975565,-0.26222363028398055,49,5.97119341563786,5.633744855967077,1.3786008230452675,14.0,0.0
2019-06-20,New Super Mario Bros. Wii,new super mario bros. wii,-0.39872491066600796,-0.062141804790489905,-0.07440265395965742,-0.26218045191586065,48,8.49814126394052,7.843866171003717,1.9144981412639408,11.0,0.0
2019-06-21,New Super Mario Bros. Wii,new super mario bros. wii,-0.3918592887655523,-0.06170681484207961,-0.06794837791183755,-0.26220409601163513,41,7.114406779661017,7.055084745762713,2.1822033898305087,184.0,2.0
2019-06-22,New Super Mario Bros. Wii,new super mario bros. wii,-0.39716705250673684,-0.06127182489366932,-0.07361918692495097,-0.26227604068811655,47,2.903954802259887,2.3163841807909606,1.0282485875706215,32.0,4.0
2019-06-23,New Super Mario Bros. Wii,new super mario bros. wii,-0.39877726745694186,-0.06192430981628476,-0.07462650168385927,-0.26222645595679783,48,5.805825242718447,5.91747572815534,1.2815533980582523,5.0,1.0
2019-06-24,New Super Mario Bros. Wii,new super mario bros. wii,-0.3972422882256108,-0.061054329919464176,-0.07395495851125373,-0.2622329997948929,43,5.422857142857143,4.982857142857143,1.64,23.0,5.0
2019-06-25,New Super Mario Bros. Wii,new super mario bros. wii,-0.3979285081502737,-0.06148931986787447,-0.07425342214352286,-0.26218576613887634,45,8.187134502923977,7.374269005847952,1.7368421052631582,15.0,3.0
2019-06-26,New Super Mario Bros. Wii,new super mario bros. wii,-0.398208254461088,-0.06192430981628476,-0.07402957441932102,-0.2622543702254822,47,4.172185430463577,3.5695364238410594,1.2317880794701987,21.0,1.0
2019-06-27,New Super Mario Bros. Wii,new super mario bros. wii,-0.3907015971325085,-0.05844439022900243,-0.0700003153836878,-0.2622568915198183,37,4.024630541871921,3.5911330049261085,1.3940886699507389,129.0,17.0
2019-06-28,New Super Mario Bros. Wii,new super mario bros. wii,-0.39664594402680325,-0.06127182489366932,-0.07313418352251363,-0.2622399356106203,44,5.016949152542373,3.7881355932203387,1.4745762711864407,45.0,4.0
2019-06-29,New Super Mario Bros. Wii,new super mario bros. wii,-0.39777403299667735,-0.06148931986787447,-0.07399226646528738,-0.2622924466635155,44,1.9438202247191012,1.6404494382022472,1.5730337078651686,22.0,3.0
2019-06-30,New Super Mario Bros. Wii,new super mario bros. wii,-0.38836581013783544,-0.055834450538540685,-0.07026147106192329,-0.26226988853737143,39,3.264,3.168,1.224,122.0,29.0
2019-07-01,New Super Mario Bros. Wii,new super mario bros. wii,-0.39854176745132674,-0.062141804790489905,-0.07421611418948923,-0.2621838484713476,48,8.299363057324841,7.2484076433121025,1.2356687898089171,16.0,0.0
2019-07-02,New Super Mario Bros. Wii,new super mario bros. wii,-0.3964447450946019,-0.060619339971053884,-0.07358187897091732,-0.2622435261526307,40,4.806818181818182,3.75,1.5511363636363635,33.0,7.0
2019-07-03,New Super Mario Bros. Wii,new super mario bros. wii,-0.3989130467742213,-0.062141804790489905,-0.07447726986772471,-0.2622939721160067,48,1.8545454545454545,1.1727272727272726,1.0,9.0,0.0
2019-07-04,New Super Mario Bros. Wii,new super mario bros. wii,-0.3976986204281162,-0.06170681484207961,-0.07380572669511917,-0.26218607889091744,43,8.168831168831169,7.038961038961038,1.3116883116883118,27.0,2.0
2019-07-05,New Super Mario Bros. Wii,new super mario bros. wii,-0.3972362116949769,-0.06127182489366932,-0.07369380283301825,-0.26227058396828934,45,3.2233009708737863,2.7281553398058254,1.3203883495145632,30.0,4.0
2019-07-06,New Super Mario Bros. Wii,new super mario bros. wii,-0.3978763317396769,-0.062141804790489905,-0.07369380283301825,-0.26204072411616874,45,16.67549668874172,11.026490066225165,1.5695364238410596,30.0,0.0
2019-07-07,New Super Mario Bros. Wii,new super mario bros. wii,-0.3944634881212497,-0.0597493600742333,-0.07249994830394174,-0.26221417974307465,39,6.524271844660194,9.058252427184467,1.0097087378640777,62.0,11.0
2019-07-08,New Super Mario Bros. Wii,new super mario bros. wii,-0.3921842961224102,-0.059531865100028156,-0.07134340172889887,-0.26130902929348315,38,59.496815286624205,61.23566878980892,1.8662420382165603,93.0,12.0
2019-07-09,New Super Mario Bros. Wii,new super mario bros. wii,-0.39629269241461546,-0.06148931986787447,-0.07317149147654728,-0.2616318810701937,41,40.602409638554214,38.09036144578313,1.710843373493976,44.0,3.0
2019-06-14,Overwatch,overwatch,0.5147733357893143,-0.01886030492366595,-0.03243120567181141,0.5660648463847916,6,48480.285416666666,47881.73125,1027.4041666666667,1136.0,199.0
2019-06-15,Overwatch,overwatch,0.9005619063240907,0.01398143618131102,0.04296816943017687,0.8436123007126028,7,64723.325,61942.92291666668,1060.275,3157.0,350.0
2019-06-16,Overwatch,overwatch,1.0527335030828495,0.17057781760901577,0.20059427522230971,0.6815614102515242,5,55239.544885177456,54727.25678496868,1030.2463465553237,7382.0,1070.0
2019-06-17,Overwatch,overwatch,2.422030606862158,1.260662628325205,0.9045207519290465,0.2568472266079068,2,30383.797916666666,31385.375,968.6166666666667,26250.0,6082.0
2019-06-18,Overwatch,overwatch,0.14364164922863015,-0.03234499332438497,-0.04795131454980602,0.22393795710282116,11,28457.833333333332,27367.69375,1062.8583333333333,720.0,137.0
2019-06-19,Overwatch,overwatch,0.4002570589073934,0.03420846878238955,0.018494151584108432,0.3475544385408954,7,35692.298538622126,35791.73903966597,1100.9060542797497,2501.0,443.0
2019-06-20,Overwatch,overwatch,0.2883134384924811,-0.008203051187613821,0.007227149465948878,0.28928934021414604,9,32282.422916666666,31585.65,1111.6666666666667,2199.0,248.0
2019-06-21,Overwatch,overwatch,0.6081866539879339,-0.03408495311802613,-0.033960831787190685,0.6762324388931508,7,54927.675,54261.94583333333,1064.5229166666666,1095.0,129.0
2019-06-22,Overwatch,overwatch,1.0816784093312939,-0.0334324681954107,-0.03832586240912667,1.1534367399358312,5,82855.32567849687,82378.75574112733,1130.6492693110647,978.0,132.0
2019-06-23,Overwatch,overwatch,0.8435819048486394,-0.016685355181614497,-0.015605318402639358,0.8758725784328932,9,66611.30833333333,65411.84791666666,1063.125,1587.0,209.0
2019-06-24,Overwatch,overwatch,0.6088915278452567,0.014851416078131601,0.09210274489248195,0.5019373668746432,7,44727.322916666664,45923.98958333334,998.9604166666667,4474.0,354.0
2019-06-25,Overwatch,overwatch,0.3017170763877639,0.020941275355875675,0.02364264924075088,0.2571331517911373,7,30400.53125,26962.022916666665,1049.19375,2639.0,382.0
2019-06-26,Overwatch,overwatch,0.1532443777086665,-0.015162890362178476,-0.018515338817263347,0.18692260688810833,9,26291.566666666666,24649.160416666666,1023.0270833333333,1509.0,216.0
2019-06-27,Overwatch,overwatch,0.5604699090221825,0.12729631774219183,0.10560822425265995,0.3275653670273307,7,34522.46875,34526.54791666667,992.1708333333332,4836.0,871.0
2019-06-28,Overwatch,overwatch,0.788857145228421,0.021811255252696258,0.024687271953692823,0.7423586180220318,5,58797.60833333333,57960.67083333332,974.40625,2667.0,386.0
2019-06-29,Overwatch,overwatch,1.1692846822706782,-0.030605033530743807,-0.00709910488296923,1.2069888206843913,4,85989.37916666667,82601.01458333334,994.175,1815.0,145.0
2019-06-30,Overwatch,overwatch,1.1990037424766853,-0.01646786020740935,-0.030192728429792953,1.2456643311138875,5,88252.80416666667,87379.22083333334,970.6041666666665,1196.0,210.0
2019-07-01,Overwatch,overwatch,0.7068294328678081,0.062047825480648175,0.04722127619001193,0.597560331197148,9,50323.510416666664,51766.90416666667,1096.24375,3271.0,571.0
2019-07-02,Overwatch,overwatch,0.3940261305179196,0.018983820588029367,0.05938366920497887,0.3156586407249114,11,33825.645833333336,31255.44583333333,1048.3875,3597.0,373.0
2019-07-03,Overwatch,overwatch,0.15161081395105147,0.012676466336080147,0.04957167729413131,0.08936267032084003,11,20582.020833333332,19198.733333333334,987.8520833333333,3334.0,344.0
2019-07-04,Overwatch,overwatch,0.13402312851738388,-0.01646786020740935,0.0937069869159285,0.05678400180886473,9,18675.404166666667,18734.985416666666,997.4354166666667,4517.0,210.0
2019-07-05,Overwatch,overwatch,-0.055415804446585,-0.03930483249894963,-0.05056287133216089,0.034451899384525524,14,17368.452083333334,17336.69375,910.59375,650.0,105.0
2019-07-06,Overwatch,overwatch,1.203230416065103,0.41612964348662507,0.1395584624232732,0.6475423101552048,4,53248.629166666666,51739.54791666667,972.6,5746.0,2199.0
2019-07-07,Overwatch,overwatch,0.9936298239786598,0.03942834816331304,0.07751533486532836,0.8766861409500185,8,66658.92083333334,65193.75208333332,949.36875,4083.0,467.0
2019-07-08,Overwatch,overwatch,0.38238687333482463,0.04225578282797993,0.04681088869564188,0.29332020181120283,8,32518.322916666668,33565.70625,945.4520833333332,3260.0,480.0
2019-07-09,Overwatch,overwatch,0.09896477820588664,-0.019295294872076242,-0.033550444292820635,0.15181051737078352,11,24236.685416666667,22620.49375,999.9104166666667,1106.0,197.0
2019-06-14,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.026348551910574655,-0.05083206613182234,-0.06847068926830853,0.14565130731070552,12,23876.227083333335,23843.93125,1197.7479166666667,170.0,52.0
2019-06-15,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.0729296400275671,-0.052789520899668645,-0.06839607336024124,0.19411523428747698,13,26712.504166666666,26798.335416666665,1268.9041666666667,172.0,43.0
2019-06-16,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.10487853730006282,-0.05191954100284807,-0.06641875179645827,0.22321683009936916,13,28415.630480167016,28430.951983298535,1281.9227557411273,225.0,47.0
2019-06-17,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.11850466648775018,-0.04713465157033486,-0.06339680751973337,0.2290361255778184,10,28756.195833333335,28902.5,1136.2645833333333,306.0,69.0
2019-06-18,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.16217052941761742,-0.039087337524744484,-0.051122490642665504,0.2523803575850274,8,30122.38125,30104.8875,1192.7645833333333,635.0,106.0
2019-06-19,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.13346375693678544,-0.05235453095125835,-0.0669037551988956,0.2527220430869394,11,30142.377870563676,29914.50521920668,1157.3736951983299,212.0,45.0
2019-06-20,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.12430993915999922,-0.022992709433563716,-0.05425635878149134,0.20155900737505428,15,27148.139583333334,27283.485416666666,1229.7020833333333,551.0,180.0
2019-06-21,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.06230158970780583,-0.053224510848078936,-0.06563528476175182,0.1811613853176366,14,25954.4,25910.69791666667,1218.9291666666666,246.0,41.0
2019-06-22,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.10242381584936479,-0.051049561106027486,-0.06582182453192002,0.2192952014873123,11,28186.12317327766,27965.818371607515,1373.2713987473905,241.0,51.0
2019-06-23,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.2602856727908054,-0.050614571157617194,-0.06459066204880987,0.37549090599723245,11,37327.2375,37022.28125,1333.7625,274.0,53.0
2019-06-24,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.0966498046315912,-0.04996208623500176,-0.058658697357460966,0.20527058822405392,9,27365.354166666668,27667.75208333333,1153.5583333333334,433.0,56.0
2019-06-25,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.07431200374833186,-0.05170204602864292,-0.06731414269326566,0.19332819247024044,11,26666.44375,26649.71458333333,1207.2208333333333,201.0,48.0
2019-06-26,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.13379101392982135,-0.04669966162192457,-0.06283718820922875,0.24332786376097468,11,29592.597916666666,29018.39583333333,1106.7333333333333,321.0,71.0
2019-06-27,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.2241289064334743,-0.05648693546115612,-0.06750068246343387,0.3481165243580643,10,35725.19375,36178.56041666667,1212.2041666666667,196.0,26.0
2019-06-28,PLAYERUNKNOWN'S BATTLEGROUNDS,playerunknown's battlegrounds,0.01156528245016776,-0.051049561106027486,-0.05634560420737523,0.11896044776357047,13,22314.185416666667,22454.93125,1215.1166666666666,495.0,51.0
