date,name,norm_name,buzz,std_tot_rtw,std_tot_likes,std_avgViewers,buzz_daily_top,twitch_daily_top,avgViewers,avgPopularity,avgChannels,total_likes,total_retweets
2019-06-19,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.013242552202585994,-0.053858850823427035,-0.06685120634698809,0.10746750496782914,13,12.0,21691.265135699374,22093.67849686848,1330.4300626304805,148.0,28.0
2019-06-20,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.005889110431522973,-0.052733627666713474,-0.06881765031880012,0.11566216755399063,16,12.0,22171.720833333333,22090.829166666666,1386.41875,97.0,33.0
2019-06-21,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.022548859153090725,-0.05835974345028131,-0.07005149751679983,0.10586238181399042,16,15.0,21597.15625,21538.589583333334,1336.2229166666666,65.0,8.0
2019-06-22,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.11512593522164208,-0.0529586722980562,-0.06692832179686306,0.004761058873277164,15,18.0,15669.553235908143,15901.60542797495,1422.7453027139875,146.0,32.0
2019-06-23,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.08947550590453407,-0.052058493772685316,-0.06835495761955022,0.030937945487701467,15,18.0,17204.3125,17249.9875,1403.333333333333,109.0,36.0
2019-06-24,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.06141492631845784,-0.05678443103088233,-0.06858630396917517,0.06395580868159965,14,24.0,19140.160416666666,19040.91875,1269.8770833333333,103.0,15.0
2019-06-25,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.12435328671365532,-0.05363380619208433,-0.06750668767092542,-0.0032127928506455595,15,23.0,15202.04375,15127.81875,1301.0125,131.0,29.0
2019-06-26,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.02225326510750944,-0.055209118611483324,-0.06692832179686306,0.09988417530083694,15,23.0,21246.652083333334,21175.51875,1267.2020833333333,146.0,22.0
2019-06-27,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.08944487874477726,-0.0531837169293989,-0.06781514947042536,0.031553987655046994,14,26.0,17240.43125,17126.46875,1219.3895833333333,123.0,31.0
2019-06-28,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.1098868603328184,-0.057459564924910465,-0.06928034301805003,0.01685304761014205,16,18.0,16378.510416666666,16381.310416666667,1242.3541666666667,85.0,12.0
2019-06-29,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.17614555493778564,-0.05453398471745518,-0.06866341941905016,-0.052948150801280285,15,24.0,12286.04375,12371.16875,1291.025,101.0,25.0
2019-06-30,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.1263798506485444,-0.05115831524731448,-0.06727534132130049,-0.007946194079929443,14,17.0,14924.522916666667,14903.54375,1307.2,137.0,40.0
2019-07-01,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.1495735530395543,-0.05453398471745518,-0.06866341941905016,-0.026376148903048957,17,19.0,13843.96875,13975.189583333333,1192.3708333333334,101.0,25.0
2019-07-02,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.1263556068044764,-0.05588425250551146,-0.06958880481754992,-0.0008825494814149903,19,14.0,15338.666666666666,15121.39375,1382.60625,77.0,19.0
2019-07-03,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,0.047792414233861436,-0.0563343417681969,-0.07001293979186232,0.17413969579392066,12,11.0,25600.277083333334,25154.316666666666,1297.0520833333333,66.0,17.0
2019-07-04,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.1377689578155621,-0.05430894008611247,-0.06827784216967527,-0.01518217555977435,16,16.0,14500.275,15117.066666666668,1199.9333333333334,111.0,26.0
2019-07-05,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.11269984730681082,-0.052733627666713474,-0.06742957222105045,0.007463352580953095,15,15.0,15827.989583333334,15848.595833333333,1098.7416666666666,133.0,33.0
2019-07-06,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.0874986726622541,-0.05048318135328634,-0.06739101449611296,0.030375523187145186,15,16.0,17171.3375,17182.091666666667,1250.4895833333333,134.0,43.0
2019-07-07,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.1024935253098128,-0.05408389545476976,-0.0684706307943627,0.020061000939319663,16,16.0,16566.59375,16625.76875,1251.8729166666667,106.0,27.0
2019-07-08,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.1807753698482189,-0.0529586722980562,-0.06665841772230062,-0.06115827982786206,18,18.0,11804.68125,11898.95625,1199.6416666666667,153.0,32.0
2019-07-09,Tom Clancy's Rainbow Six: Siege,tom clancy's rainbow six siege,-0.1841896252997904,-0.05340876156074161,-0.06877909259386263,-0.06200177114518614,17,18.0,11755.227083333333,11912.004166666668,1214.275,98.0,30.0
2019-06-14,Total War: Three Kingdoms,total war three kingdoms,-0.3199161195595669,-0.0529586722980562,-0.060874758981677005,-0.20608268827983367,25,48.0,3307.7166666666667,3322.264583333333,52.91458333333333,303.0,32.0
2019-06-15,Total War: Three Kingdoms,total war three kingdoms,-0.3414479439565369,-0.059484966606994885,-0.06939601619286248,-0.21256696115667956,26,55.0,2927.5416666666665,2998.547916666667,53.63958333333333,82.0,3.0
2019-06-16,Total War: Three Kingdoms,total war three kingdoms,-0.34030990370731146,-0.05768460955625317,-0.06496187782505103,-0.21766341632600725,29,69.0,2628.734864300626,2669.3695198329856,52.897703549060545,197.0,11.0
2019-06-17,Total War: Three Kingdoms,total war three kingdoms,-0.3141164954309668,-0.043506797781662214,-0.0532403294440538,-0.2173693682052508,25,58.0,2645.975,2620.6979166666665,40.614583333333336,501.0,74.0
2019-06-18,Total War: Three Kingdoms,total war three kingdoms,-0.3477165825838979,-0.05678443103088233,-0.06750668767092542,-0.2234254638820901,27,67.0,2290.9041666666667,2355.708333333333,43.12708333333333,131.0,15.0
2019-06-19,Total War: Three Kingdoms,total war three kingdoms,-0.3636152383195405,-0.055209118611483324,-0.06476908920036357,-0.2436370305076936,31,105.0,1105.8935281837162,1116.553235908142,37.36534446764092,202.0,22.0
